id,full_name,email,phone,avatar_url,gender,date_of_birth,department_id,job_title_id,position,level,reports_to_id,hire_date,tenure_years,years_of_experience,contract_type,talent_tier,readiness_level,target_position,mentor_id,performance_score,potential_score,risk_score,overall_score,risk_band,risk_reasons,departure_reasons,comp_technical,comp_leadership,comp_communication,comp_problem_solving,comp_adaptability,comp_target_technical,comp_target_leadership,comp_target_communication,comp_target_problem_solving,comp_target_adaptability,ktp_progress,is_active,created_at,updated_at,department_name,department_short,manager_name,manager_position,mentor_name
a1408646-9cc0-4f8f-8501-0b46e510fc5d,"Lê Kim Mai",le.kim.mai9@itlgroup.vn,0941726318,,Nữ,1970-07-16,15723ce5-6218-41ed-98b8-6d37c2ec3216,,"Giám đốc Pháp Lý",2,f2e28ede-7069-4882-a2c2-a8d6ac10974d,2017-08-08,8.7,12,"Toàn thời gian","Tiềm năng","Ready Now","Tổng Giám Đốc",,67.5,88.3,26.4,77.9,Low,{},{},65.7,75.0,77.2,64.0,66.0,77.9,93.0,95.7,71.5,71.0,49,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:19.454792+00","Phòng Pháp Lý & Tuân Thủ",PLG,"Đỗ Minh Sơn","Tổng Giám Đốc",
85f46195-fb4c-4f36-a9f2-6682440b1cc1,"Hoàng Gia Dũng",hoàng.gia.dũng10@itlgroup.vn,0952091325,,Nam,1974-01-19,cd30e78f-ff5c-4541-b163-47591c7062cc,,"Giám đốc Chi Nhánh Hà Nội",2,f2e28ede-7069-4882-a2c2-a8d6ac10974d,2017-07-23,8.8,13,"Toàn thời gian","Kế thừa","Ready Now","Tổng Giám Đốc",,97.8,79.5,23.0,88.7,Low,{},{},85.4,84.7,100.0,93.9,95.9,97.6,100.0,100.0,99.8,100.0,23,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:19.617165+00","Chi Nhánh Hà Nội",HAN,"Đỗ Minh Sơn","Tổng Giám Đốc",
049c1691-8703-46c2-900f-8e78c09a1769,"Trần Trí Hùng",trần.trí.hùng11@itlgroup.vn,0999889098,,Nam,1965-04-09,d3a14668-539e-4184-ba8e-5482120e7581,,"Giám đốc Chi Nhánh Đà Nẵng",2,3c287f70-2066-49c8-b44b-c1eca2b26d8d,2016-07-04,9.8,14,"Toàn thời gian","Kế thừa","Ready Now","Tổng Giám Đốc",,83.8,80.3,6.0,82.1,Low,{},{},74.3,84.2,86.8,79.0,79.2,85.2,99.3,96.3,88.7,95.5,9,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:19.808543+00","Chi Nhánh Đà Nẵng",DAD,"Ngô Quốc Bình","Phó Tổng Giám Đốc Kinh Doanh",
9a4f2512-8277-48f6-83de-fd91f6b778ad,"Nguyễn Đình Lâm",nguyen.dình.lam12@itlgroup.vn,0950603163,,Nam,1956-11-17,cfc2cad0-813d-41b8-bbbf-5555d376e7b6,,"Giám đốc Chiến Lược",2,ae2be2da-db24-48bd-8c9e-0510e0a39e2a,2022-02-03,4.2,7,"Toàn thời gian","Tiềm năng","Ready Now","Tổng Giám Đốc",,81.7,64.6,13.7,73.2,Low,{},{},68.0,67.7,73.7,75.4,80.2,73.1,85.0,83.2,90.4,99.3,17,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:19.986144+00","Phòng Kế Hoạch & Chiến Lược",KH,"Nguyễn Như Nguyên","Phó Tổng Giám Đốc Vận Hành",
12547f34-a1e2-4bd3-9388-4710e332403d,"Hoàng Minh Hương",hoàng.minh.huong13@itlgroup.vn,0947135391,,Nữ,1974-01-11,4d6bb379-289d-44bf-9a83-46ad5731cf3f,,"Trưởng phòng Tuyển Dụng",3,56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,2019-03-09,7.1,9,"Toàn thời gian","Nòng cốt","Ready in 2 Years","Giám đốc",,63.4,63.7,37.5,63.6,Medium,{},{},63.6,54.8,76.2,54.5,69.4,80.2,69.4,85.1,70.6,82.7,54,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:20.150682+00","Phòng Nhân Sự & Hành Chính",HR,"Vũ Hữu Đức","Giám đốc Tài Chính",
e12fb0e8-db06-41e6-924e-65d0e6917b76,"Đặng Gia Phúc",dang.gia.phúc176@itlgroup.vn,0986525600,,Nam,1970-07-21,d3a14668-539e-4184-ba8e-5482120e7581,,"Chuyên viên KD ĐN",5,ef8b15e1-a98d-42d6-8fbf-67ccf19eb56d,2013-08-15,12.7,16,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Chuyên viên Cao Cấp",b6475511-39d7-40ed-929a-a57e8ef3d8af,47.0,72.4,15.7,59.7,Low,{},{},64.0,55.4,51.4,59.4,59.1,74.7,69.2,69.9,65.6,67.9,28,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:19:01.318384+00","Chi Nhánh Đà Nẵng",DAD,"Vũ Công Tuấn","Senior Developer","Trần Trọng Châu"
0c7f9a18-4a52-4c30-8097-1a42f9bedad0,"Lê Tú Nguyên",le.tú.nguyen15@itlgroup.vn,0924508349,,Nữ,1963-01-28,4d6bb379-289d-44bf-9a83-46ad5731cf3f,,"Trưởng phòng C&B",3,db0df6e4-b7f1-40b0-9996-b527ca597b60,2013-03-14,13.1,14,"Toàn thời gian","Tiềm năng","Ready Now","Giám đốc",,84.5,63.3,47.2,73.9,Medium,{},{},84.1,84.7,88.4,73.4,87.8,96.2,92.7,100.0,83.6,100.0,29,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:20.508331+00","Phòng Nhân Sự & Hành Chính",HR,"Bùi Hữu Hải","Giám đốc Công Nghệ",
c9b67da2-ec3f-4e23-9c9b-fd30e805564d,"Phạm Thị Linh",pham.thi.linh16@itlgroup.vn,0945059710,,Nữ,1970-10-09,abab928d-5192-4a3d-85f8-ef4d890c225a,,"Trưởng phòng Kế Toán",3,b50d6fd6-5c2e-4133-8aee-f3b093b46113,2017-06-09,8.9,12,"Toàn thời gian","Tiềm năng","Ready Now","Giám đốc",,93.7,61.2,35.7,77.5,Medium,{},{},82.0,93.5,87.4,92.8,76.9,87.6,100.0,97.6,100.0,88.4,65,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:20.685249+00","Phòng Tài Chính - Kế Toán",FIN,"Hồ Thanh Nguyên","Giám đốc Nhân Sự",
b6475511-39d7-40ed-929a-a57e8ef3d8af,"Trần Trọng Châu",trần.trọng.chau17@itlgroup.vn,0999152472,,Nam,1965-10-11,abab928d-5192-4a3d-85f8-ef4d890c225a,,"Trưởng phòng Kiểm Toán Nội Bộ",3,b50d6fd6-5c2e-4133-8aee-f3b093b46113,2014-05-02,12.0,15,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Giám đốc",,55.1,87.0,31.5,71.1,Medium,{},{},69.1,68.2,71.5,62.0,56.4,84.1,75.1,90.0,74.6,71.4,41,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:20.865574+00","Phòng Tài Chính - Kế Toán",FIN,"Hồ Thanh Nguyên","Giám đốc Nhân Sự",
c78be7b2-e282-41b4-87b5-ddf7eec4452e,"Vũ Hồng Huy",vũ.hồng.huy18@itlgroup.vn,0967698610,,Nam,1957-10-21,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Trưởng phòng KD Quốc Tế",3,9a4f2512-8277-48f6-83de-fd91f6b778ad,2019-03-07,7.1,9,"Toàn thời gian","Kế thừa","Ready Now","Giám đốc",,92.6,77.1,46.1,84.9,Medium,{},{},90.2,80.4,91.6,77.9,85.1,100.0,92.0,100.0,90.6,100.0,94,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:21.028899+00","Phòng Kinh Doanh",KD,"Nguyễn Đình Lâm","Giám đốc Chiến Lược",
6624defd-7d6b-45df-a029-7f14ffa6c48a,"Lê Bảo Hùng",le.bao.hùng19@itlgroup.vn,0919774839,,Nam,1961-07-21,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Trưởng phòng KD Nội Địa",3,85f46195-fb4c-4f36-a9f2-6682440b1cc1,2015-09-22,10.6,14,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Giám đốc",,68.4,82.7,40.0,75.6,Medium,{},{},67.2,62.7,63.3,67.6,74.6,80.8,78.5,74.1,78.6,81.8,88,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:21.195358+00","Phòng Kinh Doanh",KD,"Hoàng Gia Dũng","Giám đốc Chi Nhánh Hà Nội",
6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,"Nguyễn Tú Hương",nguyen.tú.huong20@itlgroup.vn,0985017682,,Nữ,1956-06-25,0909368e-fb16-4fc4-a334-d2f0fb4edd91,,"Trưởng phòng CSKH",3,9a4f2512-8277-48f6-83de-fd91f6b778ad,2017-04-06,9.0,12,"Toàn thời gian","Tiềm năng","Ready Now","Giám đốc",,82.8,68.6,32.3,75.7,Medium,{},{},86.8,66.5,71.8,77.8,81.8,100.0,80.7,87.6,90.4,99.3,70,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:21.36879+00","Phòng Kinh Doanh",KD,"Nguyễn Đình Lâm","Giám đốc Chiến Lược",
14a5ab1e-bfdb-42b2-be5e-276884e9fcaf,"Võ Gia Nam",võ.gia.nam21@itlgroup.vn,0955076693,,Nam,1965-09-03,f2caae64-0618-4ab3-813c-ac0bb1665d71,,"Trưởng phòng Phát Triển",3,0854716d-392b-47e0-b6c1-70d9d41e5579,2018-08-09,7.7,11,"Toàn thời gian","Tiềm năng","Ready Now","Giám đốc",,88.6,61.1,41.1,74.9,Medium,{},{},80.0,71.3,81.3,84.6,76.2,87.1,79.8,96.7,100.0,82.2,52,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:21.554283+00","Phòng Công Nghệ Thông Tin",IT,"Đỗ Hữu Long","Giám đốc Kinh Doanh",
8c6368c5-8139-4462-8cd4-5ab93c890dc3,"Nguyễn Trọng Thành",nguyen.trọng.thành23@itlgroup.vn,0971968116,,Nam,1970-01-09,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Trưởng phòng Kho Bãi",3,56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,2021-11-26,4.4,7,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Giám đốc",,61.6,68.7,15.1,65.2,Low,{},{},71.8,63.5,70.3,55.4,64.4,82.5,71.7,80.2,71.8,75.1,96,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:21.886091+00","Phòng Vận Hành & Kho Bãi",OPS,"Vũ Hữu Đức","Giám đốc Tài Chính",
da5f13ee-0175-4898-b44c-e1622b7cb745,"Dương Trọng Khoa",duong.trọng.khoa24@itlgroup.vn,0912735359,,Nam,1956-03-08,1c74071c-6f03-479a-bb70-56a002c34c3d,,"Trưởng phòng Điều Phối Vận Chuyển",3,db0df6e4-b7f1-40b0-9996-b527ca597b60,2012-08-01,13.7,17,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Giám đốc",,57.1,88.1,19.0,72.6,Low,{},{},57.8,75.3,57.4,57.0,62.6,64.7,90.3,70.9,65.3,78.1,98,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:22.079792+00","Phòng Vận Hành & Kho Bãi",OPS,"Bùi Hữu Hải","Giám đốc Công Nghệ",
d3230c06-1f39-4f18-bfcd-92966660ee97,"Huỳnh Thu Chi",huynh.thu.chi25@itlgroup.vn,0936619372,,Nữ,1973-10-23,853f65f2-9c5a-4da9-91d4-5d343dbf9c95,,"Trưởng phòng Marketing Số",3,0854716d-392b-47e0-b6c1-70d9d41e5579,2020-12-23,5.3,7,"Toàn thời gian","Kế thừa","Ready Now","Giám đốc",,87.8,88.6,14.3,88.2,Low,{},{},78.5,80.8,94.9,97.2,87.9,96.0,89.4,100.0,100.0,100.0,15,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:22.594593+00","Phòng Marketing",MKT,"Đỗ Hữu Long","Giám đốc Kinh Doanh",
0e1aaa4e-a064-4029-b977-53f3371e166d,"Ngô Mỹ Châu",ngo.mỹ.chau26@itlgroup.vn,0971705170,,Nữ,1971-07-06,58204656-7914-4f8c-89a7-d08559725b57,,"Trưởng phòng Hành Chính",3,85f46195-fb4c-4f36-a9f2-6682440b1cc1,2016-09-14,9.6,13,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Giám đốc",,57.8,75.9,10.5,66.9,Low,{},{},61.6,60.5,64.0,60.4,75.5,77.6,80.0,73.1,77.5,88.6,61,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:23.12444+00","Phòng Hành Chính - Tổng Hợp",HC,"Hoàng Gia Dũng","Giám đốc Chi Nhánh Hà Nội",
74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,"Võ Trọng Châu",võ.trọng.chau27@itlgroup.vn,0953622663,,Nam,1970-08-07,cd30e78f-ff5c-4541-b163-47591c7062cc,,"Trưởng phòng KD Hà Nội",3,56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,2015-06-28,10.8,12,"Toàn thời gian","Tiềm năng","Ready Now","Giám đốc",,92.4,61.2,28.0,76.8,Low,{},{},88.0,82.2,89.7,79.7,85.4,98.3,91.1,98.9,93.6,100.0,71,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:23.646115+00","Chi Nhánh Hà Nội",HAN,"Vũ Hữu Đức","Giám đốc Tài Chính",
33855c4f-a2ce-4fcf-8975-b5df6fd959c5,"Nguyễn Quang Nghĩa",nguyen.quang.nghĩa28@itlgroup.vn,0999115205,,Nam,1957-06-16,d3a14668-539e-4184-ba8e-5482120e7581,,"Trưởng phòng KD Đà Nẵng",3,9a4f2512-8277-48f6-83de-fd91f6b778ad,2012-04-24,14.0,16,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Giám đốc",,77.2,59.6,29.0,68.4,Low,{},{},70.9,57.3,69.3,70.0,68.0,84.2,67.5,89.2,83.3,78.3,58,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:24.176661+00","Chi Nhánh Đà Nẵng",DAD,"Nguyễn Đình Lâm","Giám đốc Chiến Lược",
d7a77c70-fc43-48ff-81c2-3f48adc91dcb,"Hoàng Ngọc Dung",hoàng.ngọc.dung29@itlgroup.vn,0923492385,,Nữ,1969-05-08,4d6bb379-289d-44bf-9a83-46ad5731cf3f,,"Chuyên viên Tuyển Dụng Cao Cấp",4,8c6368c5-8139-4462-8cd4-5ab93c890dc3,2012-02-24,14.2,16,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",049c1691-8703-46c2-900f-8e78c09a1769,51.0,66.8,51.9,58.9,Medium,"{""Thâm niên thấp"",""Hiệu suất biến động""}",{},49.4,46.1,57.8,60.2,70.1,59.8,55.6,73.4,67.1,75.8,6,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:24.333939+00","Phòng Nhân Sự & Hành Chính",HR,"Nguyễn Trọng Thành","Trưởng phòng Kho Bãi","Trần Trí Hùng"
8a987e04-cfe9-4b34-a85e-608da23dac56,"Đặng Ngọc Anh",dang.ngọc.anh30@itlgroup.vn,0976001106,,Nữ,1973-10-21,4d6bb379-289d-44bf-9a83-46ad5731cf3f,,"Chuyên viên Tuyển Dụng Cao Cấp",4,debc6700-5ee6-4260-ac49-4b18419793e3,2019-08-04,6.7,10,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",debc6700-5ee6-4260-ac49-4b18419793e3,73.7,63.5,34.2,68.6,Medium,{},{},79.9,61.9,82.1,62.9,62.2,95.2,69.2,99.3,82.1,68.5,31,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:24.703044+00","Phòng Nhân Sự & Hành Chính",HR,"Đặng Thị Hương","Trưởng phòng Đào Tạo & Phát Triển","Đặng Thị Hương"
65cdad92-33f7-4633-a5f0-8c503eb0fdad,"Dương Đình Nam",duong.dình.nam179@itlgroup.vn,0960762668,,Nam,1963-03-04,d3a14668-539e-4184-ba8e-5482120e7581,,"Chuyên viên KD ĐN",5,3dbd8dfc-a0d2-44fe-b1a2-13225b73b26a,2010-07-20,15.8,17,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Chuyên viên Cao Cấp",85f46195-fb4c-4f36-a9f2-6682440b1cc1,74.1,78.4,44.3,76.3,Medium,{},{},68.8,77.5,88.5,77.3,67.1,74.0,90.3,100.0,92.6,84.5,77,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:19:01.818074+00","Chi Nhánh Đà Nẵng",DAD,"Huỳnh Đức Sơn","Chuyên viên Logistics Cao Cấp","Hoàng Gia Dũng"
9818dd33-c61f-4255-8653-7b618a0893b5,"Bùi Thị Mai",bùi.thi.mai34@itlgroup.vn,0924039158,,Nữ,1970-06-14,4d6bb379-289d-44bf-9a83-46ad5731cf3f,,"Chuyên viên C&B Cao Cấp",4,33855c4f-a2ce-4fcf-8975-b5df6fd959c5,2016-09-21,9.6,12,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",6f6ca5a7-55b5-41d9-b1bc-3aca7d2efb80,58.9,89.8,34.0,74.4,Medium,{},{},74.5,77.4,70.0,66.4,66.2,89.9,86.7,89.2,83.6,79.5,58,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:26.794823+00","Phòng Nhân Sự & Hành Chính",HR,"Nguyễn Quang Nghĩa","Trưởng phòng KD Đà Nẵng","Nguyễn Tú Hương"
bdba3d9c-faf4-4853-906a-5e69896186d3,"Trần Phương Dung",trần.phuong.dung35@itlgroup.vn,0916927215,,Nữ,1969-05-18,4d6bb379-289d-44bf-9a83-46ad5731cf3f,,"Chuyên viên C&B Cao Cấp",4,8c6368c5-8139-4462-8cd4-5ab93c890dc3,2014-02-25,12.2,14,"Toàn thời gian","Tiềm năng","Ready in 2 Years","Trưởng phòng",56da6f8b-c8d5-44ae-a3ca-3850cdd37b89,70.7,89.4,46.2,80.1,Medium,{},{},74.6,66.0,75.3,81.4,81.9,81.6,75.3,93.5,93.7,87.3,80,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:27.322609+00","Phòng Nhân Sự & Hành Chính",HR,"Nguyễn Trọng Thành","Trưởng phòng Kho Bãi","Vũ Hữu Đức"
fb3ad21b-5cdd-4725-af4a-00dbe9edec1b,"Bùi Thúy Nguyên",bùi.thúy.nguyen36@itlgroup.vn,0965766169,,Nữ,1960-08-08,abab928d-5192-4a3d-85f8-ef4d890c225a,,"Kế Toán Trưởng",4,da5f13ee-0175-4898-b44c-e1622b7cb745,2020-03-10,6.1,9,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",9a4f2512-8277-48f6-83de-fd91f6b778ad,72.6,44.7,64.6,58.7,High,"{""Thâm niên thấp"",""Hiệu suất biến động""}",{},63.4,52.1,75.0,64.2,72.1,75.3,59.3,82.9,78.2,88.3,17,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:27.655535+00","Phòng Tài Chính - Kế Toán",FIN,"Dương Trọng Khoa","Trưởng phòng Điều Phối Vận Chuyển","Nguyễn Đình Lâm"
382bf35b-0b54-465a-a965-a4c2499c9699,"Dương Minh Dung",duong.minh.dung37@itlgroup.vn,0960628276,,Nữ,1961-06-28,abab928d-5192-4a3d-85f8-ef4d890c225a,,"Kế Toán Trưởng",4,74b2a67d-2f9d-4cd6-8e9c-9b91fd8a5827,2015-06-26,10.8,13,"Toàn thời gian","Tiềm năng","Ready in 1 Year","Trưởng phòng",85f46195-fb4c-4f36-a9f2-6682440b1cc1,86.0,54.1,26.4,70.1,Low,{},{},83.7,72.6,78.5,73.0,85.5,91.5,88.1,92.1,81.5,100.0,5,t,"2026-04-24 14:16:17.547869+00","2026-04-24 14:16:27.830112+00","Phòng Tài Chính - Kế Toán",FIN,"Võ Trọng Châu","Trưởng phòng KD Hà Nội","Hoàng Gia Dũng"
